id,method,valid,title,description
98,POST,True,Implement/Test API: POST /1.0/kb/invoicePayments/{paymentId}/customFields - Add custom fields to payment,"This API adds custom fields to a specific invoice payment.

As a user of KillBill API, I should be able to add custom fields to an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

POST {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/customFields

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user creating the custom fields. Required: true.
- `X-Killbill-Reason` (`string`): The reason for creating the custom fields. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of `CustomField` objects (as defined in #/definitions/CustomField).

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 201 (Custom field created successfully).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField) representing the created custom fields.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied or the request body is malformed.
- Respond with HTTP status code 404 if the payment is not found."
99,PUT,True,Implement/Test API: PUT /1.0/kb/invoicePayments/{paymentId}/customFields - Modify custom fields to payment,"This API modifies custom fields for a specific invoice payment.

As a user of KillBill API, I should be able to modify custom fields for an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

PUT {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/customFields

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user modifying the custom fields. Required: true.
- `X-Killbill-Reason` (`string`): The reason for modifying the custom fields. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of `CustomField` objects (as defined in #/definitions/CustomField) to be modified.

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 204 (Successful operation).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied or the request body is malformed.
- Respond with HTTP status code 404 if the payment is not found."
100,DELETE,True,Implement/Test API: DELETE /1.0/kb/invoicePayments/{paymentId}/customFields - Remove custom fields from payment,"This API removes custom fields from a specific invoice payment.

As a user of KillBill API, I should be able to remove custom fields from an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

DELETE {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/customFields

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Query Parameters:
- `customField` (`array` of `string` with format `uuid`, collectionFormat: `multi`): List of custom field IDs to remove. Required: false. If not specified, all custom fields for the invoice payment will be removed.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user deleting the custom fields. Required: true.
- `X-Killbill-Reason` (`string`): The reason for deleting the custom fields. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 204 (Successful operation).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied.
- Respond with HTTP status code 404 if the payment is not found."
101,GET,False,[API][GET /1.0/kb/accounts/{accountId}/tags] Retrieve account tags,"This API endpoint is intended to retrieve account tags.
A user should be able to use this endpoint to retrieve account tags.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account tags successfully.
- The API should respond with a 200 status code.
"
102,POST,False,[API][POST /1.0/kb/accounts/{accountId}/tags] Add tags to account,"This API endpoint is intended to add tags to account.
A user should be able to use this endpoint to add tags to account.
Interaction occurs via the `POST /1.0/kb/accounts/{accountId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to add tags to account successfully.
- The API should respond with a 201 status code.
"
103,DELETE,False,[API][DELETE /1.0/kb/accounts/{accountId}/tags] Remove tags from account,"This API endpoint is intended to remove tags from account.
A user should be able to use this endpoint to remove tags from account.
Interaction occurs via the `DELETE /1.0/kb/accounts/{accountId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to remove tags from account successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to remove tags from account.
- The API should return an appropriate error status (e.g., 400).
"
104,GET,False,[API][GET /1.0/kb/accounts/{accountId}/customFields] Retrieve account custom fields,"This API endpoint is intended to retrieve account custom fields.
A user should be able to use this endpoint to retrieve account custom fields.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account custom fields successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve account custom fields.
- The API should return an appropriate error status (e.g., 400).
"
105,POST,False,[API][POST /1.0/kb/accounts/{accountId}/customFields] Add custom fields to account,"This API endpoint is intended to add custom fields to account.
A user should be able to use this endpoint to add custom fields to account.
Interaction occurs via the `POST /1.0/kb/accounts/{accountId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to add custom fields to account successfully.
- The API should respond with a 201 status code.
"
106,PUT,False,[API][PUT /1.0/kb/accounts/{accountId}/customFields] Modify custom fields to account,"This API endpoint is intended to modify custom fields to account.
A user should be able to use this endpoint to modify custom fields to account.
Interaction occurs via the `PUT /1.0/kb/accounts/{accountId}/customFields` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to modify custom fields to account.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
107,DELETE,False,[API][DELETE /1.0/kb/accounts/{accountId}/customFields] Remove custom fields from account,"This API endpoint is intended to remove custom fields from account.
A user should be able to use this endpoint to remove custom fields from account.
Interaction occurs via the `DELETE /1.0/kb/accounts/{accountId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to remove custom fields from account successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to remove custom fields from account.
- The API should return an appropriate error status (e.g., 400).
"
108,GET,False,[API][GET /1.0/kb/accounts/{accountId}/block] Retrieve blocking states for account,"This API endpoint is intended to retrieve blocking states for account.
A user should be able to use this endpoint to retrieve blocking states for account.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/block` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve blocking states for account successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve blocking states for account.
- The API should return an appropriate error status (e.g., 400).
"
109,POST,False,[API][POST /1.0/kb/accounts/{accountId}/block] Block an account,"This API endpoint is intended to block an account.
A user should be able to use this endpoint to block an account.
Interaction occurs via the `POST /1.0/kb/accounts/{accountId}/block` endpoint. 

Acceptance Criteria:
- When a user attempts to block an account successfully.
- The API should respond with a 201 status code.
"
110,GET,False,[API][GET /1.0/kb/accounts/{accountId}/auditLogs] Retrieve audit logs by account id,"This API endpoint is intended to retrieve audit logs by account id.
A user should be able to use this endpoint to retrieve audit logs by account id.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/auditLogs` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve audit logs by account id successfully.
- The API should respond with a 200 status code.
"
111,GET,False,[API][GET /1.0/kb/accounts/{accountId}] Retrieve an account by id,"This API endpoint is intended to retrieve an account by id.
A user should be able to use this endpoint to retrieve an account by id.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve an account by id.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
112,PUT,False,[API][PUT /1.0/kb/accounts/{accountId}] Update account,"This API endpoint is intended to update account.
A user should be able to use this endpoint to update account.
Interaction occurs via the `PUT /1.0/kb/accounts/{accountId}` endpoint. 

Acceptance Criteria:
- When a user attempts to update account successfully.
- The API should respond with a 204 status code.
"
113,DELETE,False,[API][DELETE /1.0/kb/accounts/{accountId}] Close account,"This API endpoint is intended to close account.
A user should be able to use this endpoint to close account.
Interaction occurs via the `DELETE /1.0/kb/accounts/{accountId}` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to close account.
- The API should return an appropriate error status (e.g., 400).
"
114,GET,False,[API][GET /1.0/kb/accounts] Retrieve an account by external key,"This API endpoint is intended to retrieve an account by external key.
A user should be able to use this endpoint to retrieve an account by external key.
Interaction occurs via the `GET /1.0/kb/accounts` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve an account by external key successfully.
- The API should respond with a 200 status code.
"
